name,score,time,comment
王俊俊,5,2019-07-20 20:13:33,主创有才华陈词滥调的神话故事也能拍的圆润饱满有血有肉导演没审美再多投资再好的题材再大牌的明星资源拍出来也让人皱眉只能靠着争议性话题性哄骗观众的钱然后安慰自己赚到就是成功的万马齐喑究可哀中国一直不缺有才华有实力有心思的创作者缺的是机会是社会资源的不公平分配
某妮,4,2019-07-14 18:05:38,自古红蓝出CP虽然对我命由我不由天这种主题还蛮疲劳的电审动字2019018号
萨库拉,4,2019-07-18 21:25:50,充满想象力的新编剧作令人惊喜看上美厂旧版的那一代孩子和看新版长大的这一代孩子都很幸福因为国产动画不仅崛起还开始甩国产真人片八百里对比隔壁的银河补习班希望良币能驱逐劣币
你看起来很好吃,3,2019-07-21 01:56:08,国漫就剧情逻辑是硬伤啊也不讲科学
Cosine万一,5,2019-07-14 17:25:15,太棒了有智商有逻辑有意思希望票房大爆改编的颠覆又相当合理冲突和感情都不平面感觉很多部分有漫威的影子
艾晨,4,2019-07-21 20:40:47,三星前半段三星后半段四星
电动小伙,4,2019-07-27 23:54:30,在重庆的影院人们随着太乙真人的四川普通话哈哈大笑这样就很好啦当然我还是更喜欢经典版本的哪吒那才是我不连累你和不认命的真正模样在我心里哪吒和大圣是比哈姆雷特还伟大的悲剧形象
静心阁亦疗伤,2,2019-07-20 09:02:44,这个怎么说就是可能更符合00后的审美对老年人不太友好对弱化的母子线有些遗憾
Hideo,5,2019-07-21 18:19:08,几乎可以说是主流视野里近两年除了蜘蛛侠平行世界和犬之岛以外最好的动画电影也大概是这个由技术问题导致的灾难档期里唯一值得一看的作品了宿命和出身这两个议题在外部环境的误解和族群沉重的托付中变形交织缠绕着最终用伏笔巧妙的完成了转折隐藏在热血之下的是对世间定规的讥笑和否定十分期待龙族和妖魔这条线如何在接下来的作品里收束这一设计甚至嗅到了今何在的味道白蛇缘起对经典的重构受困于剧本没有达到应有的效果哪吒的成功为后来者提供了一个方向几乎每个熟悉的细节都处理的有些陌生化却抓住了经典的神韵这次与大圣归来那次不同的是大圣的高潮戏和情怀掩盖了诸多缺陷当那个劲褪去之后会感觉国产动画还没准备好去响应人们口中的期许但这次哪吒配得上如此赞誉
草威,4,2019-07-27 22:22:15,故事讲得很出彩实现得也很好但有一些对白好像刻意的降低了品质感我觉得不必要总之加油
千寻亿选,3,2019-07-28 21:41:52,千言万语汇成三个字看不惯
汝就做吾的犬吧,2,2019-07-31 16:23:12,确实这代技术团队比大圣归来进步了不少但是这片除了建模技术和配音演员很敬业就真的没啥了大段大段堆出戏的流行元素表达的思想都是喊口号一样直白反复的摆在台面上强调角色性格全都是为了迎合那些看个热闹的观众在耍帅卖惨如果接下来要拍封神榜的续作还请换个导演和编剧吧我不抵触改动但我打心底里不喜欢为了迎合为了时尚为了热闹的这种改动大圣归来给中国电影动画开了个好头我不想此之后的动画又倒退回以前那样只要看个开心就好
伊夏,5,2019-07-18 21:07:10,虽然还是更喜欢大护法但哪吒哥哥我也愿意嫁滚可惜少年哪吒出场太短了圆滚滚魔童总让我脑补彭昱畅好开心是带着爸妈看的这个投票好值得而且爸妈也很喜欢做得这么好妈妈都惊了结束后我说赶紧卖去国外吧也很感动看到所有创作者来自全国各个动画公司北上广深南京苏州长春成都在今天京阿尼事件让人悲伤的时候好想带着眼泪地说地球上喜欢二次元的人们啊联合起来
天蝎小猪,5,2019-07-25 10:48:24,看哭了呀期待封神宇宙真的有吗
NGOCN,4,2019-07-18 20:30:52,三星半魔童版哪吒与敖丙的共生关系与酷儿叙事有着不少共通之处能引导个体觉醒认知自我的很大程度上是同路人哪吒与敖丙通过观照对方才得以认清自己明白我命由我不由天魔丸灵珠的善恶属性并不能定义自己但红蓝配色以及两人合二为一的太极阴阳图实在是过于强烈的暗示这么看来李靖在众人面前揭穿敖丙的真实身份其实是给敖丙出柜咯暑假档票房的有力竞争者值得一看的国产动画电影作者紫薯
仲曰,4,2019-07-19 23:48:48,熊孩子恐惧症患者慎入
伊谢尔伦的风,5,2019-07-28 22:41:26,惯例还是国产加一星同时感觉到我作为国产动画的观众阈值在提高这片子如果放五年前出我一定贼激动现在看也就是情绪稳定地说作品不错但也有一些美中不足扶额当然也有一些比起3岁儿童友谊我更想看72岁直钩钓鱼的个人审美因素作祟
次等水货,5,2019-07-16 12:08:45,炸
本来老六,4,2019-07-20 19:19:03,非常不错但不如大圣归来我更喜欢白蛇缘起
叶枕,3,2019-07-21 10:05:50,故事完整流畅表达OK最大毛病可能就是一个经典悲剧形象经得起反复挖掘的深度被迪斯尼化了阖家欢乐四个字注定止步在少儿档与真善美我觉得甚至可以从赛博朋克人体炼金改造角度的切入哪吒这个命题更别提都被痛痒乐团拿来做俄狄浦斯反叛标签的经典形象了适合暑期档父母带孩子一起去看
saintdump,4,2019-07-21 20:11:11,355很有意思改剧本成为银幕内外双重的指涉哪吒的典故被注入邪丧敏感的人格特质对新的观众重塑新的神话偶像类似漫威雷神之于索尔有个时刻我认为要向父权开炮了但没有和白蛇一样调转枪口对准愚民的成见权力是隐含在人情关系中的是亲情和友情成为赋予情节合法性的动力真心为你让不认命的燃在中国式权力语境内有了悲壮的内核尽管有诸多超英片的影子但高水准的制作神笔马良式的奇观还是运动主观镜头让人感到年轻创作的商业野心就能用网游画风做出A级效果包括插科打诨和彩蛋
二姑不让我乱起,3,2019-07-22 03:58:57,没人看出这是火影忍者剧场版之鸣人转世再续佐白龙羁绊传
巴乌,2,2019-07-28 15:43:58,我猜很多女性一定不喜欢这个形象老少咸宜也谈不上这哪吒的口儿也太脏了哪吒他妈就是一大傻子他爹就是二傻子太乙就是三傻子当传统内核被所谓的好莱坞式亲情友情消解了也就不是中国的哪吒了声音呈现非常廉价全片毫无想象力甚至怀疑自己在看真人电影ps龙宫的设定不错
嗔,1,2019-07-28 08:49:45,看到友邻都那么包容我都怀疑人生了太恶俗了还不如大鱼海棠呢真的恶俗到方方面面
韭州夜行客,3,2019-08-03 22:38:21,1制作是精良的电影工业是有长进的2剧本的内核是媚俗的阉割了削肉还母剔骨还父的反叛精神替换成父慈子孝用爱挨雷劈的正能量叙事这样一来哪吒已经不是哪吒而是一位成功接受思想改造的优秀少先队员3对白大多是用段子堆砌起来的未免单薄致敬星爷的那部分也略显刻意4看来空手接白刃已成为李靖的默认技能5李夫人管哪吒叫吒儿置金吒木吒于何地应该管哪吒叫哪儿PS温馨提示一下最后一个彩蛋不必等
丧钟为谁而鸣,2,2019-08-01 19:46:07,笑不出来也哭不出来我寻思这不就一劣质网文吗
晚不安,3,2019-08-02 03:22:36,又一部好设定烂剧本的国漫典型长板效应在暑期档再次戳中了观众痛点哪吒的剧作缺陷和胜利曲线几乎和大圣归来如出一辙讲的是逆天改命和打破成见中式超级英雄的反叛内核总能和时代情绪呼应把全副精力都放在视效和燃点上可幽默感是尴尬且失效的故事细节和转折也难以推敲从而让亲情与友情的元素变得非常羸弱回想这些年的国漫爆款独树一帜的还数大护法
L,2,2019-07-28 07:48:32,吹过头完全没有以前那一部上美影哪吒闹海感人
咑唍BOSS厾腄覺,1,2019-07-29 09:45:10,豆瓣88分的概念是多大国产的宝莲灯80日本今敏的红辣椒88幽灵公主89未麻的部屋89魔女宅急便8688分的概念等同于基本秒杀所有的动画电影可以进影史前十的那种我就想问它配吗
小白兔吃猫饼干,3,2019-08-04 15:39:56,编剧可能参考了动物乌托邦食肉动物好食草动物偏见但动物乌托邦是下了狠心真把食肉动物编得超无辜食草动物编出阴谋来哪吒一逃出拘押就把城市炸个稀巴烂还安排他妈出来讲你本性是好人是偏见把你逼成恐怖分子的这就太欢乐了
津五渡,4,2019-07-19 22:20:51,3D差评算是比较成功的改编了增加了喜剧元素画面炸裂制作精良剧本上有颠覆改动虽然不小但基本遵循了原本传说的内涵这些细枝末节的改动和填充并没有什么甚至还使得故事更加饱满但是最不满意的地方就是父子关系的转变可以说本片洗白了父权哪吒由割骨还父割肉还母的决绝变成了我命由我不由天的决绝这里面的力量是不一样的只能说这个改编更适应时代另外就是画风稍微有点丑但并无大碍看习惯了觉得哪吒丑帅丑帅的
倒带,2,2019-07-26 14:19:58,你说他低龄向吧我身边的娃儿中途直接被他爸带出影院你说他成人漫吧各种低段位笑料勇于做自己的主题都是老梗最不能忍的是画风的粗糙和动作设计的低质感觉缺钱片尾多彩蛋设计也是对漫威的拿来主义满屏赞爆的请去看日漫地下龙宫和双人合体部分做的还可以整体观感丑糙土
睡觉是头等大事,4,2019-07-30 11:47:00,1首先野心很大映前预告和第二个彩蛋姜子牙都出来了很明显下着一盘大棋2分镜手法上用了很多无厘头搞笑梗也更年青化了这是比之白蛇大圣风语咒更接地气商业化的地方3改编颇大没有闹海没有割肉拆骨没有斗杀三太子抽筋哪吒太乙申公豹敖丙李靖夫妻所有的角色颠覆很大内核是破除成见自己掌控命运非常接地气光是那句我命由我不由天就中了太多痛点能圈粉不少4国漫崛起我这几年听了至少4次国漫要崛起了上一次还是白蛇缘起谈崛起起码要从横向或是纵向比较能有大闹天宫这样在亚洲动漫的影响力好歹流浪地球对比的中国科幻史大片空白的历史才谈得上科幻片的崛起5是部非常好的国漫商业上会很成功去影院支持物超所值我很期待后续的封神宇宙系
迦南Canaan,3,2019-07-28 21:06:20,闲笔太多
焚紙樓,2,2019-08-19 01:12:15,兩星半價值觀的偷渡鼻屎怪的上岸覓食證明了妖怪會吃人光是這點就讓妖族人族之分不可能僅止於哪吒以為的種族歧視那般簡單而是赤裸裸的種族食物鏈之爭而哪吒源於魔丸這個新設定讓他的叛逆僅止於罹患了超常力量的ADHD父母之命和自我追求矛盾的傳統命題則被拔去扔到男二敖丙身上也讓哪吒的片尾說教不免有種站著說話不腰疼的偽清高
梁州,5,2019-07-18 20:47:43,去你的鸟命我命由我不由天是魔是仙由我说了算
Xaviera,4,2019-07-19 13:52:09,不废话打算二刷IMAX了比大圣归来还要好看剧本虽然看着套路但写得工整又有梗你已经够熟悉这个故事了它却选择打破重建最重要的是在大圣觉得遗憾的最后决战高潮戏这部简直爽到了龙的毛发和水还能感受到动画人的倔强真心希望票房好一点再好一点能来个第二部开发一下宇宙虽然导演说还没想好但另外一部姜子牙看了预告也非常想看了
托尼王大拿,4,2019-08-10 17:21:44,避重就轻间完成了从父母皆祸害到历史进程靠个人奋斗的温和改良将哪吒原有的玉石俱焚般的刚烈变成了更符合广泛受众的取向广泛地吸取了欧美动画长片的剧作模式和无厘头的幽默节点设置大量的小聪明聚合体
余小岛,3,2019-07-27 18:16:39,好看但不喜欢好看在于制作精良细节到位有老港片的味道但还是不喜欢这个哪吒的改编弑父的哪吒变成因为父爱找到自我他最大的敌人竟然变成了世人的眼光差了点意思
渡口无边,4,2019-07-17 21:20:02,剧作内核和画面都比大圣归来高真正执笔于哪吒内心在善恶家庭成长和人心上都能找到自洽的落点童年成长所积压的情绪在最后一战中迸发释放让人燃到飙泪改编颇具想象力对世界观的构建续集的伏笔也下足功夫分裂的是本应暗黑风的基调从始至终都塞满不间断的现代语境的恶俗冷笑话在观感上屡次让人出戏之外还给调度和节奏带来些许影响总体瑕不掩瑜它可能是国漫真正崛起的一道分水岭
野子,4,2019-07-29 00:19:04,低俗和恶搞拉低了这部电影的水准总的来说瑕不掩瑜算得上是部难得的国产电影但成不了经典
RUNE,3,2019-07-19 01:37:13,泼个冷水哪吒的模式其实还蛮网文的穿插着各种不合时宜的现代烂俗梗尤其是在各种隐藏大战封神战等级技能术语悄然而过的瞬间就令我不止一次地回想起无数个躲在被窝里偷看网络小说的夜晚可惜现在早已不是这种年纪哪吒的技术固然是无可挑剔的然而故事略中二深度如爽文人物看似反传统但其实又套路得可怜逆天改命这种写烂了的东西大家是看得太少吗就不要去妄想什么暗黑神话颠覆改编了一切都是为了服务画面二字
阿巴厮,4,2019-08-02 20:51:41,再一次警告中国电影人不准这样做电影了不然还得花电影票钱不可以要坚持做烂片不要又逼我花钱走进电影院
梦魇马戏团,2,2019-07-29 23:26:10,一商业片要求轻松和笑点OK但我们有没有资格要求幽默更加高级二原作作为古典文化中难得的对传统和父权的解构反讽之作如此的现代再解构难道不是把它退回去了
色烈芬,4,2019-07-22 14:19:58,瑕不掩瑜地惊艳孤独的魔丸只不过是渴望得到认可的小孩子我们生而为人应该为自己而活这个跳脱封神榜的剧本走向和立意都足够优秀除去高潮收尾有点冗长特效也确实是绚丽而我比较喜欢的是导演关于教育这个观点魔丸性本恶喜欢欺负村民最后也善心大发牺牲自己救下陈塘关看啊是因为从小就有个被咬了手不责备自己的妈妈是因为有个堂堂陈塘关总兵为了孩子还是甘愿舍下面子为自己而向父老乡亲低头还为了保全自己宁愿自己去死的父亲父母三年以来传授的关于善的教育灌输他的你不坏的信任把他培养成最后时刻还会反倒过来指责敖丙懦弱让他正视自己内心的真男人没人是性本恶的关键看有什么家长吧然而如果对白的幽默性还是用网络段子化来呈现那国漫的崛起就镇还需再走很长的路
玖羽,5,2019-07-21 20:52:52,制作质量出色但不必要的低俗梗过多拖累了水准总体来说和大圣归来相比优点更多缺点更少同样打五星大圣归来有不少鼓励分但本片就比较少遗憾的是如果格调更高一点就可以不算鼓励分而当之无愧了
rune1121,3,2019-07-21 13:10:49,国漫的标准不是我靠这片真好看经典而是我靠国漫也还可以看崛起了为什么国漫这么多年一直是在崛起却始终没有真正起来环境当然是关键原因也离不开观众的捧杀还有为什么喜欢这种奇葩的人设不古不今不中不西因为建模好建吗
Shaw,5,2019-07-19 12:48:56,绝对五星鼓励可能算得上在宝莲灯之后国产神作胜于大圣在国产动画的水平下几乎毫无缺点在电影里致敬了不少其他动画元素看到了很多功夫的影子动画版星爷式无厘头最后很暖心票房保底8亿吧
大卫独处尼,3,2019-07-27 16:33:41,犯了和陈凯歌版赵氏孤儿一个毛病把原著里最激烈的人性冲突给剔除了
海蓝蜀黍,5,2019-07-20 17:21:33,这个有点朋克感的颠覆性造型初看瘆的慌看久了反而觉得丧萌丧萌的希望人物形象能与故事内容相契合至于改编不是乱编主要还是看故事本身是否足够精彩只要做到逻辑自洽哪怕面目全非也不能说是毁经典20190720吹爆完成度极高的动画电影好看
喵咪戴戒指,4,2019-07-22 23:07:51,不太喜欢这部戏里太乙真人的设定低俗梗比谐音梗还要扣钱打斗场面很加分终于不是一个大招打赢boss的局了只是那盘在一根根柱子上的龙天庭怎么就这么理直气壮让他们数年如一日地在不见天日的地方镇压坏蛋啊能不能轮个岗
隔壁山田,4,2019-07-23 21:02:07,技术完美但我觉得哪吒是一个我不要还给你的人物而不是吒儿这样和解回归圆满的角色
发光的岩井俊七,4,2019-07-19 21:53:50,35这世道真不容易啊为能吸引观众耳熟能详的传说作出了极大的迎合如今年轻一代欣赏习惯的改编居然哪吒和东海龙三太子成为了真灵魂伴侣还蛮好嗑的服适用我只有一个朋友梗的list又增加了一组成员咳咳当然哪吒故事历史上本就历经无数次的本土化改编漫游卷轴仙境和真冰与火之歌场面赞原来全片是姜子牙的大型前哨如此阵仗啧啧片尾为引出彩蛋的彩蛋也很有趣虽然影院早早亮灯观众们都赖着不走了
罡,1,2019-07-29 23:09:30,这就是一个糟蹋传统神话的套路行活儿何必这样我不希望自己的孩子回忆起哪吒是个网络时代的快餐mlgb
李不言,3,2019-08-06 19:52:39,从哪吒闹海到哪吒之魔童降世刚好40年这个时间跨度足够让我们看清时代的变化每个时代的多数人都必然面临着某种力量的共同压迫而处于某种与其时代特征一一映射的压抑之中同样是热血不一样的地方在于哪吒闹海是中年人的愤怒哪吒之魔童降世则是青年人的愤怒40年前人们的压抑来源于不容置疑的强权所以那代从文革里走出来的创作者反抗的主要不是以龙族势力为代表的奸邪而是霸道昏聩而具体的父权40年后在一个空前盛世里人们看起来已经没什么可抱怨的了实际上在威权夹缝中存活着的那些作为非既得利益者的年轻人在盛世的威名下因失去了成为既得利益者的机会而焦灼更因他们失去了可以反抗的具象的敌人而蓄积着压抑的愤怒本片点燃了电影市场但一个需要用想象出的热血去释怀的民族是年轻的同时也是需要反思的
ST斐济猫,5,2019-07-30 14:42:51,最近唯一一个让人看到希望的东西大圣归来之后很明显的进步真正的中国的东西是需要浪球还是这种自己判断吧
内陆飞鱼,4,2019-08-09 15:20:04,这个暑期档幸好还有一部哪吒不然真的叫惨淡了瑕不掩瑜故事情绪人物美术是成功的国漫的一种拍法虽然比起皮克斯迪士尼的优质佳作们还有距离但在这个环境这个预算这个制作下已经算大有可观了希望这才是国漫的良好开始未来还有漫漫长路去试错进步而不是开始就是巅峰剩下就是灰烬祝福
月辻,5,2019-07-21 21:59:17,妈妈总是对我说不要为了父母而努力可是哪吒最终还是喊着我命由我走向了父慈子孝35依然存在一些问题诸如对白说教主题存疑高潮拖沓结局草率笑点尴尬等等但是我愿意给满分因为观影体验良好因为情感被彻底调动因为真的看到了新的希望在国内对动画普遍打有低龄标签的情况下能做出这样真正老少咸宜但又存在突破主题明确而又不至于烂大街的作品堪称是定规下的突破配音很棒动作戏令人叹为观止居然还能年更最后的彩蛋连击几乎把野心写在脸上虽然有些破坏余味但在这里能看到这样的宣告很让人有一种安心与期待ps字幕不仅修改了方言还神隐了去死等词种种束缚可见一斑
jj73浅之,4,2019-07-21 19:32:09,所有惊喜都集中在剧作层面剧情人物没硬伤情感扎实反英雄设定十分机智结尾还是拖得有些烦躁但离场感极其饱满不知道是不是头昏脑胀的关系全场爆笑的情节我倒是全程冷漠
seamouse,4,2019-07-28 22:46:45,制作精良川普加料笑场频频不过为了重塑以天地君亲师孔孟之道为基准的中华民族价值观本来最该有戏的削肉还母剔骨还父故事完全没了
Laputa,4,2019-07-28 15:53:40,很娴熟的商业片反面人物的塑造也细腻丰满很难得鸡蛋里挑骨头动作场面过多了些看着累周星驰式的悲情喜剧元素太老套核心价值观延续大圣归来略显简单生硬
猴头虫,5,2019-07-15 17:04:41,点映看完了过两天正式上我再去2刷不管世人审美咋说反正我真心喜欢这个黑眼圈哪吒的有血有肉尤其是押韵的儿歌一套一套的比好多高颜值无性格的电影电视卡通形象有意思多了
墨墨,3,2019-07-26 16:58:59,段子台词强行出戏父慈子孝了呵呵
尾黑,3,2019-07-27 20:41:03,父权制的代表李靖同学已经被洗白成暖心奶爸父爱如山了所以哪吒这故事新编的意义何在怼天怼地却不anti父权的哪吒到底又在anti个啥魔神二元论基因编辑吗以及申公豹变成了字面意义的豹子精我是拒绝的
华盛顿樱桃树,4,2019-07-22 13:36:11,每年都能看到国漫的新希望可真好自由自在的创作天马行空的想象力令人开心又感动
苏觋觋,3,2019-07-30 23:05:45,哪吒真的太overrated了本身这个神话故事的核是反父权的是一个儿童朋克觉醒但最后做成一个父慈子孝的合家欢输出的价值观还是你要认识和定义你自己我不懂感动点到底在哪但制作水平是在线的这只能说中国观众对一个及格线的作品是多么渴求和宽容
姬长安,5,2019-07-15 19:47:39,我来提前预测2019暑期的第一爆我的亲亲话唠混世魔王小吒吒将上影版的刻板印象中象征无上父权的李靖和逆天改命颠覆父权的哪吒做完全彻底的新改编是要有很大勇气的但是电影却用人心最柔软的地方做了非常合适的魔改连哪吒和敖丙这对夙世冤家都能走向生命的大和谐还让我落了好多泪真的绝了画面太过流畅丰富笑点蕴含在整个电影的叙事节奏里密集又恰当
雪法妮奥,5,2019-08-03 17:02:52,看得又哭又笑不过李靖夫妻你们给我说说你们管哪吒叫吒儿金吒木吒难道不配拥有姓名
刮刮油,4,2019-07-27 18:51:18,虽然人物性格都改了但是挺好看大场面前的配乐段起始跟战神的配乐玩过都能听出来
fwb,3,2019-08-01 23:02:45,我看哪吒就是抱着观察代沟的角度去看的因为票圈零星金句所代表的片子主题不出我所料一定会打动网络时代活在众人庸众普世价值观无所不在凝视之中想要喘口气做回自己有没有自己另说的乖顺年轻人的心灵片子把这个故事所蕴含的原本直刺中国传统文化中最隆重的父母与孩子关系的惨烈故事柔化成了带入感极强小中产乖孩子主流心态的父母关系中做自己善战胜恶父母师傅为孩子奋不顾身一部不错的主流商业片为了支持国产动画片我不后悔花钱买票进影院对我来说最有趣的是观察今天能说服年轻人的场景想象像素精度以及中国动画片如何在迪士尼和日漫夹击中慢慢摸索自己审美语言的那个过渡
深邃,3,2019-07-31 17:28:21,价值观表达处理不好上限就在那儿了
红豆,5,2019-08-02 00:45:58,敖丙好帅好苏啊我对这种类型的男二简直无法抵抗
陈皮子安,3,2019-07-31 01:10:13,远远比不上老版哪吒闹海的个人主义对抗父权社会反规训的摇滚精神消耗殆尽取而代之的是集体主义认可和嬉皮笑脸最可怕的是将哪吒本身充沛的生命激情变为了邪恶又用家庭和集体相混淆的方式进行洗涤最后变为了父爱无疆友谊万岁与女权主义对个人自由和性情挥毫的压抑可见四十年来价值观的惊人变化
glim,4,2019-07-20 22:31:42,人不能认命不然就会变成他们希望你变成的样子
挪威耀阳,3,2019-07-17 23:15:36,终结者降生圆坑瓦力触碰星河喜剧之王自我修养三处迷影梗致敬以及片尾的三个彩蛋很哪吒
思郁,4,2019-07-26 14:44:59,国产动画能做到这种程度确实不错唯一的瑕疵在台词上动不动就想蹭网络段子和笑话容易出戏
Mumu,3,2019-07-29 06:16:34,都是上流社会在折腾愚民只有跪拜的份儿
Phaedo,2,2019-07-28 19:00:08,几乎迪士尼超英港片日漫等类型片的元素都有内核是好莱坞的选择支撑剧情的情感线也是好莱坞正确的父爱和日式的无人认可的友情感觉自己有些mean但看的过程中颇感不适相当vomitous不及港片远矣果然悟空传是难得的
影探探长,5,2019-07-13 21:08:29,点映加一星鼓励国漫真崛起要爆虽然有点槽点但整体不比大圣归来差宣发实在太差到现在演职员表只有导演一个人
砖头茅坑,2,2019-07-27 22:47:50,主题是父慈子孝原生家庭真香哪吒顶着黑眼圈成了熊孩子能砸你所有手办的那种不是所有动画电影里都要有丑角和笑话我觉得被导演伸手挠了
薇羅尼卡,4,2019-07-13 18:07:57,比预告片好看很多片方不考虑重剪一版更燃的吗一旦接受了片中人物的语言抛梗设定看起来就蛮欢乐的贱贱的气质从头保持到彩蛋哪吒和敖丙的CP可以粉起来了嘻嘻嘻冰火两重天最后融为一体我到底在说什么反正是近期看的暑期片里质量不错的一部了适合大儿童观看
费电武,5,2019-07-22 14:14:03,算不算中国动画的新起点
汪金卫,4,2019-08-12 06:07:39,剧情中规中矩但细节丰富诚意十足歌颂自由反叛的精神弘扬主体思想批判愚民种族偏见还致敬恶搞终结者2音乐有买版权及周星驰喜剧角色性格丰富饱满动作戏分镜设计很用心这两点就比其他国产动画强再加上不露怯的CG水准确实值得鼓励相比催泪煽情的亲情戏最让我感动的角色却是被刻意安排扮丑的太乙真人在哪吒缺失父爱孤独迷茫的时候他用师父的关怀和教导陪伴哪吒成长甚至为他造了个独家迪士尼乐园陪他玩最后也牺牲了修行缺点低俗笑料过多哪吒熊孩子设定很讨人厌黑化转折太快片尾彩蛋拖沓反复出现的胡茬娘炮男不仅不好笑甚至有过度消费的恶心感无论技术还是剧情内涵理念国产动画还有很长的路要走三星半
女神的秋裤,5,2019-07-13 18:02:22,点映加一星鼓励国漫真崛起要爆虽然有点槽点但整体不比大圣归来差
JeffLivorno,3,2019-07-21 22:22:17,与时俱进的改编然内核却没有太多新意这剧本也未免太讨巧了精确地戳中各种网络爆点的同时还能有效下沉美强惨反派红蓝腐CP屎尿屁笑料再取笑sissy但里面的笑点实在是让我笑不出来印象分大减
王小叶儿,4,2019-07-19 13:04:48,我命由我不由天这不是第一部表达这个主题的动画但毫无疑问切中了我的燃点总有人跟你说你改变不了世界你只能改变自己周围人都不喜欢你那一定你的错后来又有人告诉你不要在乎留言蜚语勇敢做你自己但我喜欢的是这部片子用内容无比肯定地告诉你你的未来由你决定总有些人披着愚人的外壳肆意伤害你践行着他愚蠢他有理但你要知道你撑起的天你扛起的责任是为了你自己和你爱的人最后那些廉价的跪谁又真的在乎所谓社会的发展无非是用相对的不公平取代绝对的公平你不为自己争没人为你争
沐梵,4,2019-07-16 18:21:28,七月上旬看的点映让大伙畅所欲言于是见证了一场激烈的映后battle个人觉得虽然两组师徒四人关系张力欠奉但架不住人物弧光动人将哪吒与敖丙做成魔珠和灵珠的转世最终指向基因不能决定人生我命由我不由天的电影主题镜像关系颇有宿命感人物关系也颠覆了传统神话中哪吒对敖丙抽筋扒皮的模式哪吒作为一个反面英雄心理成长路线较为清晰导演又加入不少恶趣味增强喜剧效果总体而言完成度和观赏性都不错封神宇宙未来可期
冉笛,5,2019-07-20 10:30:05,小时候看封神演义竖排很多繁体字有点望文生畏但因为太喜欢我还是靠着猜囫囵吞枣看完了后来又如饥似渴地看了何威版本的封神榜当别人还在陶醉于新白娘子之际我总是很不屑很臭屁地怼道你们看的算个球我这个才叫经典再后来岁月流逝封神似也拍了N多个版本但再也换不起热情了但是饺子的这个动画如浩浩银河的熠熠生辉让我看到了一对最明亮的哪吒和敖丙也由此想起流火的同名小说不知导演是否看过也期待杨戬二郎神黄天化雷震子封神的少年英雄或许还可以加上灌篮高手和圣斗士瞬间照亮了恍若隔世的童年英雄梦虽想起来已有不胜唏嘘之感
音阙诗听,5,2019-07-26 21:50:22,太惊艳了完全颠覆有笑有泪烟熏妆哪吒真的好绝我太喜欢哪吒的人设了可爱又叛逆如果命运不公就和他斗到底太乙居然讲的四川话太逗了敖丙就一个字帅自古红蓝出cp嗷最后半小时视觉效果满分真的燃燃燃期待封神宇宙
proustalain,4,2019-07-20 18:23:36,其实主题还蛮直白老套的虽然禁不起事后咂摸好在剧作落地后的呈现效果藏拙成功观影过程中节奏一直被推着走几乎来不及察觉这些瑕疵倒是不错的寓教于乐方式父子情令我眼角滑落一滴眼泪期待封神大IP
蔕,3,2019-07-31 21:23:12,特效的确炫目但是内核精髓没了而且我不认为这版哪吒动画人物塑造的比老版好这种失去了中国味道的动画真的就是中国动画的进步吗另外一直卖丑搞笑这种习惯真的是大话西游看多了能别模仿了吗幽默搞笑扮丑作怪三星给龙太子吧
冰山的阴影,3,2019-07-28 23:52:10,当成作者电影看是杂糅了新旧两个主题的热血国漫旧的是反叛精神只不过哪吒的反叛对象从父权社会转移为个体命运新的是刻板偏见陈塘关百姓与天牢龙族皆不外如是这个哪吒的真身其实叫鸣人这个敖丙的真身其实叫佐助魔王其实不叫魔王叫九尾妖狐龙族其实不叫龙族而叫宇智波魔丸和灵珠就像阿修罗与因陀罗申公豹和太乙就像带土与卡卡西作为商业电影看笑料低俗并非问题但抖机灵和真幽默尚存差距社稷图的套层时空其实可以剪出最后一分钟营救爱踢毽子的小妹妹其实可以作为敖德萨阶梯上颠簸的婴儿
沉甸甸,3,2019-07-28 17:59:08,剧情神奇笑点尴尬中国神话里面统共就一个反抗父权的哪吒居然被改成这种父慈子不孝的变形计剧情你在逗我换个红孩儿都比这看着舒服敖丙美少年和龙族做错什么被你们李家这么折腾陈塘关居民怎么这么倒霉碰到这种总兵
indicenttime,4,2019-07-17 21:35:46,在大量动画电影乃至商业电影都逐渐温吞的时候看到这个在努力进取突破自己的动画电影还是很精喜的去掉明显是为了讨好路人而加入的笑料全片在主题贯彻上没有走多数商业片主题全都在嘴上的老路反而在动作设计和人物设计上做出自己特色接下来的封神宇宙真的很值得期待了
古斯塔沃,3,2019-07-19 10:48:10,哪吒之魔童降世在传统传说里脱胎出一个全新的故事和人物看起来反叛传统却保留着最中正的热血和感动一气呵成气质独立一个周星驰式的动画版的哪吒在这样的暑期档显得难能可贵画中修炼的部分虽然精彩却只是热闹了一番缺少了动画所才能呈现的超乎于故事审美之外那种惊艳缺少了一个真正嗨上去的高潮这一段想象力不够
TVZoe,3,2019-07-20 22:17:07,剧情完整度很高不容易但是笑料很尴尬高潮戏非常好长镜头打得眼花缭乱哪吒变身也很燃主题曲哪吒非常棒配乐也都不错但还是没大圣那么戳应该是因为没有男友力并且我不腐吧
