name,score,time,comment
花盆,3,2019-07-20 22:28:17,大型神话人物同人电影没有了削肉还父剔骨还母的情节哪吒这个人物形象的精神内核就没有了他本身可以算是一个悲剧形象承载了对父权社会的反抗改后只保有对他人偏见的反抗而且哪吒悲壮赴死本来是虽然你们都讨厌我但我一人做事一人当不拖累你们现在成了我爸原来这么爱我我不能让他替我死中二倔强少年成了良心发现的孝顺儿子还算是哪吒吗整体完成效果比较好结尾有些烂尾比如村民怎么突然就意识到自己的错误了最让我意难平的是大圣归来后我等了三年结果等来的还是一个大圣
走走走,2,2019-07-21 01:58:52,两分全给技术在内容上无法接受父慈子孝的哪吒
荞麦,3,2019-07-26 13:43:43,挺好看的除了不是哪吒之外
风间隼,2,2019-07-29 10:02:01,应该叫哪吒之真巨婴传中二没毛病自恋到油腻的程度就不好玩了
大奇特Grinch,4,2019-07-30 18:30:54,哪吒和敖丙其实就是小鱼儿与花无缺魔丸和灵珠算一体两面的双胞胎不同成长环境造就了不同的性格一个是恶人谷魔星一个是移花宫传人小鱼儿不恶花无缺却被恶人迷了心智最后被设计打个你死我活
胤祥,3,2019-07-28 18:06:55,网游感还是很强不过还是能看的整体而言哪吒的故事被包裹在一个破坏性巨大的熊孩子叙事里面同时又有着让人不太舒服的血统论和对规训性力量的崇拜父之名父之法真的好重要啊啊啊所以这个故事讲的是哪吒还是猴哥啊另一方面看最近十年的超级英雄电影真的起到了很大的示范性作用中国故事的想象力也因此被封闭了这么来看今何在的悟空传的意义其实是被低估了比起这个来可能还是大鱼海棠更解决问题
蒲末释,2,2019-07-23 11:36:24,台词为了搞笑所以要屎屁尿故事为了完整二元对立善恶不分一锅炖主题为了鲜明直接来一个反转告诉大家熊孩子只要碰到一个比他更惨的人他就能马上吼出我命由我不由天这不是踩着别人的伤痛把做的恶全都掩盖再来还原事情的起因爸爸和我踢一次毽子
Paco,3,2019-07-18 21:41:36,35真纯粹虽然文本完全不是想象中的高级向但不认命这个基本点在情绪释放上真是合理又张扬放低一秒防线眼眶就红了技术上丰富度流畅度双高也基本跟得上想象力但质感依旧有欠剧本前松后紧在节奏和笑点设置上都有刻意之处但整体已相当圆熟多主题驾驭得当去二元化也成效显著对神话元素更深入更有机的结合野心已然初俱完全超越大圣归来没任何疑问作为后起如果能把投机又扭捏的银河补习班狠狠爆掉那也算这个暑期档唯一能给的安慰了
DR邬梦雨,3,2019-07-14 22:23:21,前半段略无聊的笑点太用力咯吱观众远逊于后半段哪吒天生悲情的催泪作用让人触动人物设计上主要人物还算有趣但次要角色非常呆板配乐有各种影子特别是终结者表演程式化哪吒从咬母亲的手到温顺的变化对比风之谷小动物咬伤娜乌西卡的段落差距巨大小朋友设陷阱和回放段落重复动作显得乏味影片过度迷恋动作戏想靠密集的快速打斗提高影片节奏反而将情节停滞对愚民的讽刺一开始似乎很有意思但后面百姓接受哪吒的场景太一致没有任何迟疑让歉意显得虚假也把前面对庸众的批判消解了但总的来说本片是一部合格的娱乐爆米花电影只是79年的哪吒闹海可不只是这么简单的作品那是对十年浩劫的控诉哪吒替天行道粉碎四条兴风作浪的龙却还要自刎将血肉还给父辈不连累父辈那种大时代的悲剧能量是核弹级的
扭腰客,3,2019-07-26 23:25:52,技术上确实是国产动画新高度但故事依然如那颗混元珠一样魔丸和灵丸厮杀交错始终未能浑然一体回望哪吒闹海还是老一辈动画人把握住了悲剧的精髓不必硬蹭什么港式无厘头或美式皮克斯因为哪吒本身就催人泪下
恶魔的步调,4,2019-07-17 22:42:39,用周星驰的元素做中国式的幻想喜剧3DCG动画电影这样的模板确实是个可复刻的方向
山风执诗,2,2019-07-20 10:52:48,717拼凑感命题老套强行搞笑魔改太过
西楼尘,3,2019-08-01 10:20:00,李靖为哪吒贴上换命符愿以薄命相抵天劫龙王为敖丙披上万麟甲欲以仇恨水淹陈塘魔丸改变不了人族的偏见灵珠拯救不了龙族的自由黄金百战穿麟甲不破陈塘终不还海滩边他们惺惺相惜混元珠转世投胎不过是天神的谎言生而背负部族业障万千恶孽他们始终囚禁在偏见的囹圄自由的结界
关山,3,2019-07-20 00:51:28,角色们什么时候能好好说话刻意强加的低幼的网络笑料不仅有损故事的流畅度还增加了违和感
把噗,4,2019-07-26 21:17:45,徐克周星驰精准复刻
谋杀游戏机,4,2019-07-13 15:15:45,光线点映冷不防看第一支预告确实有点挑战审美不过看完就会完全爱上这个古灵精怪的混世小魔王是当下流行的丧燃款外表邪魅狂狷烟熏妆内心是个单纯善良的小孩好面子装酷很可爱饺子是学医的一点点自学成动画导演了不起制片人说这片并没有花很多钱请不起一流特效公司就找了一堆二流三流小公司磕了好几年画面比大圣精细前半段笑点密集哪吒无敌破坏王状态四个人追逐打斗长镜头很精彩密码指纹解锁坐骑放映机猪山河社稷图指点江山笔三维弹球有很想象力父爱母爱师恩和基友敖丙亦敌亦友等人物关系也都刻画得比较充分哪吒要拍成三部曲明年还有姜子牙非常期待上古版复联了
shininglove,3,2019-08-03 17:01:42,被主流归化向父权低头年轻人在动画片里找到了发泄戾气的机会莫名的愤怒无声的呐喊被冠以做自己的名义
柯里昂,3,2019-07-20 18:37:08,这是瞄准了封神这个大ip吗虽然不知道乌尔善那个系列最后会做成什么样但在真人版接连碰壁后用动画的方式呈现也算是借坡下驴了就国内来讲观众对基于ip改编的动画的包容度要大大高于原创动画电影而在真人电影这块情况则几乎是完全相反的嗯不过对于我个人来讲除了封神里的元素背景角色等外这片里加的其他所有原创元素都不太对味以及给哪吒他妈配音的真不是张小斐吗为啥一出场就自带欢乐喜剧人效果
陆支羽,4,2019-07-18 21:55:03,剧作上的确比大圣归来更成熟但似乎还是少了点真正让人惊艳的时刻尽管气势上没有输
camus,4,2019-07-28 19:53:40,中国的商业动画片已经甩开商业电影几百条街
57,3,2019-07-27 22:54:03,观感很一般又是技术环节走在前面故事情感和风格层面都明显用力过猛每个人物都有油嘴滑舌之嫌完全不纯真绝对支持近来改编动画的风潮这种形式对权力关系可能会有更自由更彻底的反省但是挺遗憾的现在看到的至多是反应出我们对权力的潜意识几乎所有的人物动机都是外在的都活在别人的眼里完全没有内在的力量都是权力的囚徒不是真正的叛逆完全不觉得燃只有深深的沮丧
Spiegel,4,2019-07-19 22:39:30,印象中哪吒作为被压抑的个体的神话叙事在这里被改编成为更具当代感觉结构的成长叙事替创作者言说着拒绝被定义的主张魔丸转世的哪吒被限制在儿童的身体里时只是爱捣蛋的小孩长大后才有摧毁世界的力量但最终被引导这种设定体现着人们对于恶的认知凭借教养可以纠正及其转变善与或恶在这里不再是本能或摹仿mimesis哪吒不再是通过献祭仪式替代暴力的受害者victimhood他不由谁来定义某种程度上已经成为了欲望机器结尾一幕他向观众投来凝视非常自信
纳兰风澈,5,2019-07-19 13:54:46,很像1970年之后的中国威胁论魔童89年联合国制裁关到死2001入世腾飞当妖怪给他们瞧瞧和2018年的中美贸易摩擦华为事件若命运不公斗到底2019最强国漫没有之一
VDunham,2,2019-07-26 19:57:43,诸多魔幻法规下的畸形怪胎正邪二元对立抹杀可能性轻视个体的成长挣扎人定胜天沦为口号式煽情无意解决身份焦虑孝道成为催泪手段都在以为你好的名义拒绝沟通笑点一半靠屎尿屁一半靠对肥胖猪神娘炮大汉等刻板印象的调侃蛮有代入感我们都是这样长大的但跳脱出来只剩身心不适
文森Vincent,2,2019-07-27 15:56:29,这片子有丝毫细节可言吗
大聪看电影,5,2019-07-28 20:41:10,无疑这是今年暑期唯一的爆款黑马哪吒和敖丙的友谊努力过彼此成就过此情有憾然无对错往后各生欢喜哪吒和父母之间同行半路一别两宽余生漫漫依然亲情守候
咱说,4,2019-07-28 22:16:57,可圈可点可圈可点看的时候会默认四十年前的经典哪吒闹海的剧情走向看着看着发现本片完全没有照搬原来的故事而是完完全全讲了一个新故事并且不再是个人英雄独角戏而是成功塑造了四个主要角色这一点太赞了而要批评的则是开篇半小时打诨插科的小把戏太多了可这毕竟是个叙事性的神话正剧不是马达加斯加或者玩具总动员所以分全扣在这里另外技术上还有待赶英超美顺便看到有人拿哪吒闹海对比认为本片不如旧作的我必须指出一个基本事实哪吒闹海没有传说中那么好它是文革结束后美影厂赶工出来的作品技术上已经有各种不足更致命的是它跟那个时代的很多电影一样带着过度的政治隐喻四海龙王就是四人帮当无论左还是右的意识形态的灌输盖过了故事本身时就很难做出好作品了佛永润广正佳
麦耳,3,2019-07-26 23:29:04,虽然这个故事一直用最大的声音吼着我命由我不由天但我并不觉得这个动画本身有挣脱某种枷锁
文刀大土申,4,2019-07-20 20:27:36,二刷完毕确定是我本月甚至今年的惊喜之作妇孺皆知的哪吒神话传说在这里被重新解构整体的故事完成度很高这很难能可贵辅以更具观赏性的喜剧元素让整部片子的娱乐观赏性提升不少
西风独自凉,1,2019-07-27 08:40:13,华夏是孝道文化但哪吒闹海是我的最爱骨肉还给你人格精神永远独立任何文化唯有保持对峙的紧张状态才有可能革新前进歌颂父权是什么鬼这不是我的哪吒这是庸俗堕落的时代向钱看的辣鸡负分滚粗
陌生的天花板,2,2019-07-20 19:33:42,不好看不要浪费时间画面制作再精美也只是表现形式国内不会再有描述人性的好作品了政治干预太严重原本对天地君亲师的反叛变成了亲情友情包围下对命运的挣扎
Grey与時光機,3,2019-07-21 08:14:10,有些梗真的蛮low的
王大盆,2,2019-07-27 22:41:16,我对太儿戏的东西笑不出来也哭不出来不过打斗很爽制作精良倒也不是很难看就是比哪吒闹海差了10个大圣归来吧另外这个垃圾剧情没有脸致敬前作哈
禁闭岛,1,2019-07-21 18:06:20,只说问题1为什么哪吒是三子但整部电影完全没有交待老大老二2为什么影片充斥着娘娘腔结巴肥胖放屁等恶趣味3为什么人物设定脸谱化把申公豹做成丑角4李靖为什么当面拆穿自己的救命恩人是龙族5真心没觉得魔丸比灵珠坏到哪里去倒是敖丙后半截人设前后矛盾整部电影人物台词生硬剧情衔接不流畅人物表情僵硬台词浮夸动画片就可以没有演技总结完全没办法和大圣归来比
子文东,4,2019-07-19 20:28:50,非常完美了角色的设定和特效终于完全达到了国际水准对情节的改编也很合理无疑值得赞叹强烈推荐去电影院看但缺点也很明显就在于这巧妙的改编本身因为它最终完全消解了哪吒作为一名逆子英雄的强烈悲剧性他终于还是被驯服于伦理了所以这又真的是一个哪吒的故事吗不这只是一个正能量统御天地的故事
水怪,3,2019-07-28 09:30:24,无因的反叛对着空气和闪电的怒吼
里里里奥,2,2019-07-25 01:22:48,电影交流会上一派喜气洋洋的氛围导演说让这部电影成为国漫崛起的代表而我觉得最多凑个国漫复兴血统不纯何谓国漫另外只有我一个人觉得电影三观扭曲吗主角形象另说台词轻浮情节丑恶低下百姓因恐惧哪吒装死跳进真棺材逝者横尸大街还抢人家符咒放屁没完没了还要反派没完没了吸娘炮和残疾人也能没完没了搞笑这部电影我果断不能买单
曾经的可以,2,2019-07-19 20:50:57,一个偏心的老板一个不靠谱的师傅一个溺爱过分的母亲一个忘恩负义的父亲一个专职于打砸抢凭天生神力欺负别人还抱怨自己没朋友的官二代一个将父辈几代人全部心血毁于一旦而只顾交朋友的太极爱好者而以上这些通通是正面人物老龙王最可悲申公豹最努力而两个人的下场却都不是很好对这就是这部电影的全部你可以说他画面好你可以说他故事解构完成度高但是你要说他三观正却难以承认
雨女无瓜,1,2019-07-21 19:55:32,被骂也要说不好看尴尬的故事刺耳的配音台词反复说教消除偏见电影里又处处充满用偏见构成的低俗笑点哪吒发怒打砸抢烧是因为受到偏见不开心无辜受害的百姓就是一堆充满偏见的愚民也是呢愚民们你们只是失去了家哪吒可是受到了偏见呢因为敖丙加一星
万里独行甄志丙,4,2019-07-27 11:41:12,有些人一谈中国电影就扯立意扯逻辑谈漫威的时候标准就降到爆米花电影
琉球,2,2019-07-21 10:39:52,哪吒真的一点都不讨喜就算如此李靖夫妇还是对他爱的愿意为了他去死啧啧啧也不知道想要表达什么就算后期要成为英雄需要反差也不至于把他设定成这样吧还有哪吒不是打死了敖丙还抽了他的龙筋么这里咋还成cp了另哪吒配音真的生理性不适
不要用重复ID了,1,2019-07-24 00:27:23,都已经改的这么面目全非了为什么还要叫哪吒呢猴子热度蹭完了蹭孩子
Ozymandias,1,2019-07-22 09:42:15,戏说不是胡说改变不是乱编求求你别用哪吒好么人物轮廓别一个个长的像个白皮猪猡好么
应用层协议,1,2019-07-27 01:25:22,我求求你们睁开眼睛划拉一下这片子铺设的都是什么笑料形体羞辱生硬的方言梗和口吃梗屎尿屁和排泄物笑料络腮胡娘娘腔网络流行语以及港式无厘头杂糅我实在分不清它在风格上是更接近春晚小品还是王晶黄百鸣们的陈年港式大杂烩或许兼而有之吧没人说过哪吒的文本就不能做喜剧化处理但影片实际呈现的又是什么趣味叙事表意情感的传达没一样不是浅表而庸俗所有重要的信息情绪全都要用嘴吼出来而配音的表演质量又基本维持在国产古偶剧的中下游水准尤其敖丙活脱脱的3D版杨洋这么个玩意如今票房口碑双线飘红更有所谓国漫之光的桂冠加持大概也只能说明我们的观众对于一部动画电影最普遍的定位和期待也就是这副样子
FORMLESS,1,2019-07-27 11:41:06,看片前我倒要看看这么丑的哪吒到底有多好看看完即使他是所谓的国漫希望我也要从我的个人审美来进行客观公正的评价而不是一味的夸大说这是一个怎么样的进步我并不认为这是一部优秀的作品虽然这对于国漫来说可能的确是难得一见的片子我承认片中的美术特效以及配乐都还不错是电影工业化上的进步故事结构世界体系比较完整但是于此同时粗俗油腻的对白台词让我无法忍受哪吒的人物塑造过于刻意做作穿插的搞笑桥段简直宛若智障疯狂出戏很多转折和过度过于牵强凭借着快节奏的转场硬性煽情色彩饱和艳俗的让我怀疑人生如果说这种滥情且廉价毫无文学素养的剧本可以代表国漫的希望那真的挺绝望的因为这部片子符合当下语境的快餐和刺激你不需要动脑这种叙事结构以及一句我命由你不由天和鸡汤文有什么区别
哈哈哈哈哈,1,2019-07-21 06:36:40,屁屁翔受公关稿蛊惑早早买了票拉我去感受国漫崛起看完我就他妈回头给大鱼海棠改成五星这都啥几把花里胡哨的国漫格局越来越小我咋觉得他妈外国人都要比导演明白哪吒这个IP的内核只想讨好观众难成大器
zhang2nd,5,2019-07-14 17:36:55,做预告片的人可以开除了以前看电影的时候很激动眼里含泪打转这一次我靠眼泪流到脖子那儿了没赶上截住不过这片也有几段很差的瑕不掩瑜
鸡腿克星,2,2019-07-24 13:18:55,戏说不是胡说
染井吉野,2,2019-07-19 14:22:03,看预告时我以为丑是最大的雷点看完电影丑是最无关紧要的ooc这个故事和哪吒毫无关系那个小混混我也绝对不认
邓安庆,4,2019-07-21 21:18:32,很成熟很好看的作品啊美术制作人物塑造我都很喜欢
大瘦瘦,4,2019-07-18 21:15:33,邓超先学学如何拍父子情暑期档的电影也都考虑一下怎样逆天改命最后彩条屋的封神宇宙如果比乌尔善的封神分低我直播打人欢迎各位私我想打的豆友我挑一位限男性取向无所谓
不良生,3,2019-08-03 10:32:41,人们总是夹紧双腿正襟危坐对电影里的异类奉若为偶像为图腾为英雄却拍拍屁股走出影院后对身边的异类避之不及铲除剿灭泯然众人
皮革业,3,2019-07-27 21:26:13,喜剧部分全程滥梗角色设定也接受无能制作完成度确实可以基本抵消观感其实跟银河差不多审美相当只是方向不同
SydneyCarton,3,2019-07-21 17:50:07,真是过誉啊技术和预算都比大圣归来高了不少但缺了大圣最成功的那一股劲儿谁也不敢得罪又把故事做得太复杂一口气出不来如果能爆也只能归功于这个撤片档实在没片看吧
万万,3,2019-07-22 21:35:22,中二你就好好中二吧非得加那些低级笑料干吗呢
Fishrainy,1,2019-07-24 12:51:07,请记住动画片本质是给孩子看的这部片走歪了
PeterCat,4,2019-07-30 02:26:42,三幕设计和人物刻画比这几年漫威好看多了完全是可以卖到全世界商业片既然是就着好莱坞做的我们就用好莱坞标准来评
壹安,5,2019-07-20 22:25:20,终于打破了大圣白蛇拘泥于为国风而国风的短板硬件条件满足的情况下专注于塑造人物性格和逆天改命的全民情绪点是近几年封神IP改编最满意的一次悟空传请你过来看看人家是怎么拍的另外哪吒身上看到了漩涡鸣人的影子不知饺子导演是否也是火影迷呢
滿神的異教徒,1,2019-07-31 12:09:41,周星驰式幽默是将搞笑段子甚至金句穿插在它注定应该属于的地方而不是那样毫无章法的堆砌和滥用网络用语和段子的大量使用削弱了原本古代背景的合理性是一种极其讨巧的心思打着迎合大众的恶趣味来达到现象级作品的目的忽视了一个作品应该有的那些基本要求这是对自己和对观众双方的不负责
眠去,4,2019-07-21 18:47:23,我命由人不由天谁不会为之泪奔呢
舫原,2,2019-07-20 16:57:46,国漫的通病就是不能好好讲一个故事
濤戈戈,1,2019-07-29 00:43:06,如果我们国产影片的对白台词继续这样低级趣味的尴尬下去如果我们树立的国产男孩形象再继续走这种小大人没教养我最牛逼目中无人的路线如果我们继续用今天影视圈的品位和文化底蕴糟践神话和历史人物那么电影院有一天也会成为工体成为一个不能带孩子沾染的地方
TimberNord,4,2019-07-30 23:21:02,人物设计父母的那个眼睛有点让人发毛反派师傅那个造型好像木兰里面那个太监哦动作设计好棒好棒最后高潮部分有一点点的拖沓不过整体真的很让人惊喜了我们小县城的电影院里男女老少哭得稀里哗啦的没办法我们乡下人就是这么sentimental最后真的好希望自己小时候学会踢毽子啊可惜很遗憾我点开的是跳牛皮筋的科技树后悔
鬼腳七,3,2019-07-23 20:19:06,制作ok啦故事这么改也不是不行反正也不敢照着原本拍改编的重点是把反抗对象抽象化不反体制只反命运最后落到做自己这其实是妥协虽然能理解但也是妥协本质上没有剔骨割肉和重塑肉身这一破一立的哪吒是没有意义的要看身为异类如何自我认同不如看X战警啊
paobecky,3,2019-07-20 13:06:00,没有稳定的三观没有逻辑没有文化输出少儿不宜
玩酷子弟,2,2019-07-30 19:50:10,因为大家吹爆才去看的动画技术值得肯定但配音到剧情全程尴尬二流子哪吒泼妇哪吒妈娘娘腔的大胡子村民结巴申公豹为营造申公公的笑点设定为结巴一口川普的肥佬太乙真人各种掏裤裆喝鼻涕玩得不亦乐乎把屎尿屁当幽默把瞎编当创新我需要看哪吒闹海来净化心灵了
EurekaAO,3,2019-07-20 11:29:18,精致也抓人但观感微妙迪士尼拍出这个可以给五星中国人不行中国人知道哪吒到底是怎么回事不管怎么感人哪吒能给爹学背书吗
喵老师2333,3,2019-07-23 22:43:18,让人物智商下线来推动剧情是最低级的剧作方式这个故事就是靠着犯蠢来推动剧情的浪费了有趣的创意和设定就算最后口号喊得再响亮也盖不住空洞的故事导演说为了避免反派脸谱化做了很多设定恰恰最大的反派陈塘百姓是最脸谱的跟银河一个德行群众就是恶的化身
严荼,5,2019-07-24 00:19:12,身份认同长久以来被父权社会描述成无病呻吟的小事不成体统的歪道从前的哪吒们动仄削骨还父削肉还母投胎再造是他们逃离家庭歧视和社会指摘重获自由的唯一方法如果明天我们每个人都可能是被主流价值观霸凌的没有三头六臂的哪吒那么今天我们还要不要作嘲笑一切怪物的庸人镇压一切妖孽的玲珑塔呢
竺竹哼哼不二,3,2019-07-30 17:54:32,不行这次我要站在你们大多数的对立面了优点固然明显例如绘图设计啊剧本完成度啊但是较点真粗鄙的笑点和混淆的设定特别是最后老百姓们那一跪还是没有超脱出君君臣臣父父子子的纲常我觉得我们喜欢孙悟空哪吒这类神话人物且乐此不疲的改编很大程度上是弥补了叛逆犯上弑父在现实中无法践行的心理诉求但除了寥寥这几个还有谁呢
好姑娘老妖,3,2019-07-23 17:39:59,哪吒是部很好的电影但是我看过更好的哪吒新版的差不多改编了整个故事从前的哪吒反抗的是父权是统治阶级是所谓的优越感的天界权威现在的想哪吒反抗的是虚幻的命运啥意思呢就是好好听话别折腾你是谁你有什么身份都是天命所定真是非常主旋律的一部电影了所以我更喜欢那个自杀的哪吒那个削骨还父削肉还母的哪吒但是电影是不错的推荐去看
渡边,3,2019-07-26 23:21:14,优点是故事节奏和画面都算流畅吧但技术上并未看到比大圣有什么进步成熟的商业动画吧影院里的小孩子都看得很开心为讨好大众难免有些媚俗屎尿屁网络用语卖基中二燃加感恩父母最遗憾的还是改掉哪吒的死法吧如果没有剔骨还父割肉还母那用哪吒这个形象有什么必要吗请蛮吉回来不就好了
傻老太太丧彪,3,2019-08-04 00:52:37,我命由我不由天是魔是仙我自己決定那么申公豹敖丙和忍辱负重数千年的妖龙们为什么不自己决定太乙不必为贪杯误事负责难道不是因为被师父钦点了仙命一个官二代把整个陈塘关搅得天翻地覆就为了找个自我认同哪吒到底自己决定了什么仅仅是不理睬白痴们说什么吗我不觉得哪吒故事就一定要弑父事实上封神演义就把西游记里反抗性的剔骨析肉改写为孝道动机后人当然可以继续改可这种改动太说明问题了当父权家庭悲剧被改成了中产育儿传说当欺男霸女的龙王三太子被改成温顺英俊的悲剧少年当活在神仙们欺凌下的无辜老百姓被改成了不断误解官二代的白痴们你真的可以无动于衷吗片子当然好看简直堪称享受但真正可怕的不就是这样的叙事正变得好看且享受吗
大头绿豆,5,2019-07-26 14:55:25,此评价代表一位刚陪一位沉迷西游记数月的五龄童看完电影的老父亲的感受孩子笑得开心为父老泪纵横
小四川,2,2019-07-28 04:27:35,皮相做的还不错观感体验也还行但是依然没有真正吸引人的内核动漫最吸引人的东西恰恰缺席了
MustardL,2,2019-07-21 07:30:39,因为考虑到低龄观众而加入许多低俗的笑话和段子似乎又和其要探讨的主题不相符反倒觉得认真拍能更好
我对你的无语简直能沉默整个宇宙,3,2019-07-27 11:26:14,技术上很成熟了但是
河狸,5,2019-07-21 21:34:00,绝代双骄之冰与火之歌
朱古力哪吒,4,2019-07-28 21:45:08,技术优秀部分细节精彩但故事整体并没有打动我外部堆砌了太多花里胡哨的元素偏偏主角自身的成长变化不够亲子和友谊两段重要关系竟然都是靠反反复复踢毽子传达哪吒闹海成哪吒为毽狂了
MrInfamous,5,2019-07-23 20:42:53,三岁的哪吒丧得比谁都通透悲观该是比万龙麟甲更坚硬的武装可在命定的天雷下又有几个异类能够保得住肉身呢主流社会偏颇盲从暴戾的酸民多得叫人烦躁绝望成魔成仙却偏要被他们的眼白决定那马后炮的原谅与膜拜真是既可耻又可悲凭什么让他们眼中的怪物去拼死拯救丑陋的苍生还要接受廉价的感恩难过于是对两个怪物的交情独揽命运的悲壮格外动容很爱人物关系的新编连带着流俗的梗也没那么抵触这样说不代表这些梗就是好的只能说迎合下沉需求却背离了整体大气可在一个反击偏见的电影里那位壮汉是否被当作偏见的祭品了呢不过还是愿意顶一下哪吒于动画于传奇有许多突破的价值这曲冰与火之歌后期待封神宇宙四星半
李小毛,3,2019-07-29 11:14:26,3星半吧故事是全须全尾讲完了燃的地方也能带动情绪但为爹奋战真的不能接受另外打完全村忽然单膝跪地嘿这时候就很感谢复联4的导演把所有人朝着钢铁侠单膝跪地的一组镜头弃用了
千鸟欢喜天,2,2019-08-05 09:39:46,特别难过如果是普通的动画片做成这样肯定给五星的了可惜是哪吒哪吒是非常罕见的反抗君权父权的古典题材现在突然又变成歌颂父权爸爸瞒着你做了XX实际是为了你好的东西彷佛心底的一颗明珠被挖出来打扮得花枝招展再放点屎屁尿去接客一样我能明白当年悲壮震撼的哪吒脑海不可能再重制上映即使上映了也会被父母投诉到死只是单纯很难过而已
過期罐頭,3,2019-07-28 03:04:11,网络段子对本片的伤害是巨大的除此之外这片到底想说啥呢
Morning,3,2019-07-21 23:18:21,主角的戏写得很聪明尤其做出来了哪吒和敖丙的关系令人接受容易又不落俗套但节奏是一大问题不如本身的技术那样流畅思想上要比大圣成熟但没有大圣那样锋利我个人不喜欢的是配音部分题外话我在漫威中看到了世界上那么多维护世界和平保持公共安全的各路超英可是在中国的这样的动画里永远看到的都是反面的神仙查无此人的元始天尊阴险狡猾的申公豹缺乏专业的太乙真人玩忽职守的结界神这些代表着上层的人总是要被塑造成这样的轻浮与标签化也许一部分暗合了世人的想象但真的并不真实生动这个电影没有在任何一个其他的角色上做出真正丰满立体的设定都是在一个维度里做得规范踏实所以最后这个可怜天下父母心感人却不深刻
小斑,4,2019-07-29 18:44:32,原版的哪吒是最道系的神话人物不受半点委屈不着半点羁绊宁可剃骨削肉也不违本心其间之血腥极端背伦同他清纯稚弱的外貌形成极致对照在封神榜一众妖仙之中也是最cult的当然这种无君无父的故事现在不许拍了然而鬼娃恰奇的脸和我命由我不由天的正能量并不能补足莲蓬里的窟窿说好听是符合流行说难听就是俗气跟我记忆里的哪吒落差未免太大感觉是用他的身世设定讲了个别人的故事好在故事本身除去个别屎尿屁掏裤裆的梗低级且不知所谓之外整体还是流畅的制作也非常用心远高出了国产动画的平均线
德卡的羊,4,2019-07-16 21:13:08,80100确实是惊艳技术上是绝对的国漫新巅峰完全建立于现代语境用相当戏谑大胆的颠覆与重构情节与人物焕然一新让经典传说重现光辉虽然内在主题成见和做自己之类的很俗套了但所幸讲述的足够有趣最厉害的是依旧无人逃的出这宿命魔掌妖还是人都不行最深处依旧足够悲壮笑点够好笑同时还能赚到我的眼泪唯一问题是人物转折的铺垫还不够充分有些突然但跟惊艳的整体比属于小问题了
Ou,3,2019-08-03 15:56:18,分镜和大概念都挺漂亮的比较可惜的是最关键的地方被两年后给略过去了哪吒本应自觉触摸自己的魔丸灵珠两面性形成自己人格现在变成了指哪打哪的无名火小粉红魔格由何而来谁给了哪吒那样一把声音贴了傀儡符的巫毒娃娃因为人格建构的缺乏电影最后成了一场大型祈雨祭祀现象中小粉红和大冰蓝的合一什么时候才能实现
塔塔君Minkun,2,2019-07-26 21:48:56,彩条屋这些动画能不能少点浮夸多点基本功闹心
樹,3,2019-07-27 20:59:57,作为新晋的国产动画旗手我们希望新晋的黑马不止于利用好莱坞式的叙事方式来讲述东方神话而是希望它可以在主题在美学在技术上有更加深入的开拓和探索而不仅仅只是传达单一讯号我们和好莱坞的差距正越来越小
朝阳区妻夫木聪,4,2019-07-17 22:57:54,戏说不是胡说改编不是乱编动作打斗行云流水一气呵成技术层面也几乎无可挑剔最主要的是这次的故事比之前的几部国产动漫都扎实了不少没有糊弄观众对权利的解构和重塑阴阳善恶双生双克的设定以及对宿命论的彻底颠覆这跟悟空传里的空喊口号又不一样笑点燃点都抛得恰到好处对于人物性格和神态的塑造也十分得体且合乎情境很乐于见到华语电影人动画人对封神这个奇幻大IP下手恭喜彩条屋终于硬气了一回三星半加半星鼓励
顗禮,4,2019-07-18 21:57:09,1偏见是无形之中致人死地的致命武器2面对偏见走怎样的路是选择题而不是判断题3可能没有永远的朋友但也没有绝对的敌人世界更不是非黑即白的4不公的命运值得我们每一个人去抗击一个国产动画片愿意跟你讲这些东西那么即使它没有化用好莱坞模式与后现代主义做创新实验即使它没有动作流畅建模精致的人物与炸裂特效这样的硬技术保障它也是优秀的更何况它什么都有呢所以说尽管片子的最终质量是低于我个人的预期的我也依旧不会吝啬我的赞美正式上映后我会去IMAX二刷的
灰土豆,2,2019-07-29 12:46:28,特效可以了故事是个弱智哪吒
UrthnaDMors,3,2019-07-29 11:42:15,命不由天的概念是好的但还是有瑕疵太接地气了还有这给孩子看真的好吗妥妥培养出毁天灭地型熊孩子
张春阿卡纳,5,2019-07-21 17:37:12,十星都去看好吗喊到破音
qw0aszx,3,2019-07-28 22:18:34,段子少点就好了
Koi,5,2019-07-25 09:28:08,我一直觉得中国古代神话能称得上传奇的只有两个人物一是猴子一是哪吒百世蕴灵育出只石猴大闹天宫腾云驾雾三年怀胎生了个哪吒东海屠龙翻江倒海可以说除了这两人没人再能当得起离经放纵四个字的但称得上悲剧的约摸也只有这两个一个五行山下压五百年揭了封印戴上金箍无悲无喜拜佛西天唤孙悟空一个削肉还母剔骨还父塑了莲身站上火轮无怨无恨封神南门号三太子这尘世最擅长的事大抵就是抹杀疏狂者的落拓磨平豪纵者的傲骨斩灭叛世者的孤妄
